"class","identity","core.name","core.description","com.getmanta.edc.Expression"
"com.getmanta.edc.Statement","DWH/Packages/IMPORT_CRM/Procedures/IMPORT/<57,3>MERGE UPDATE","<57,3>MERGE UPDATE","","merge into PARTY TARGET_TBL using (
select
  BIRTH_DATE,
  BIRTH_NAME,
  BIRTH_PLACE,
  BUS_NAME,
  CUST_NO,
  COUNTRY_KEY,
  DEATH_DATE,
  DIC,
  FAMILY_NAME,
  FIRST_NAME,
  ICO,
  RC,
  SRC_ID
from (
  select 
    NVL(CRM_CLIENT.DATE_BIRTH, C_PAST_DATE) as BIRTH_DATE,
    NVL(CRM_CLIENT.NAME_MAIDEN, C_NA) as BIRTH_NAME,
    NVL( CRM_CLIENT.BIRTH_PLACE , C_NA) as BIRTH_PLACE,
    NVL(CRM_CLIENT.COMPANY_NAME, C_NA) as BUS_NAME,
    NVL( CRM_CLIENT.CUST_NO , C_NA) as CUST_NO,
    case
      when CRM_CLIENT.id_country is null
      then C_NA
      else nvl(CD_COUNTRY.COUNTRY_KEY, C_NA) 
    end as COUNTRY_KEY,
    NVL( CRM_CLIENT.DATE_DEATH, C_FUTURE_DATE) as DEATH_DATE,
    NVL(CRM_CLIENT.VAT_ID, C_NA) as DIC,
    NVL(CRM_CLIENT.NAME_LAST, C_NA) as FAMILY_NAME,
    NVL(CRM_CLIENT.NAME_FIRST, C_NA) as FIRST_NAME,
    NVL(CRM_CLIENT.COMPANY_ID, C_NA) as ICO,
    NVL(CRM_CLIENT.CARD_SOCIAL, C_NA) as RC,
    to_char(CRM_CLIENT.ID_CLIENT ) as SRC_ID
  from 
    CRM_CLIENT
    left join CD_COUNTRY on CD_COUNTRY.src_id = CRM_CLIENT.id_country and CD_COUNTRY.src_sys_id = C_SRC_SYS_ID_CRM
  where 
    CRM_CLIENT.VALIDITY_DATE = sysdate
  )
) SRC_TBL
on (
  TARGET_TBL.SRC_SYS_ID = C_SRC_SYS_ID_CRM
  and TARGET_TBL.SRC_ID = SRC_TBL.SRC_ID
  )
when matched then update set
   TARGET_TBL.BIRTH_DATE = SRC_TBL.BIRTH_DATE
   ,TARGET_TBL.BIRTH_NAME = SRC_TBL.BIRTH_NAME
   ,TARGET_TBL.BIRTH_PLACE = SRC_TBL.BIRTH_PLACE
   ,TARGET_TBL.BUS_NAME = SRC_TBL.BUS_NAME
   ,TARGET_TBL.CUST_NO = SRC_TBL.CUST_NO
   ,TARGET_TBL.COUNTRY_KEY = SRC_TBL.COUNTRY_KEY
   ,TARGET_TBL.DEATH_DATE = SRC_TBL.DEATH_DATE
   ,TARGET_TBL.DIC = SRC_TBL.DIC
   ,TARGET_TBL.FAMILY_NAME = SRC_TBL.FAMILY_NAME
   ,TARGET_TBL.FIRST_NAME = SRC_TBL.FIRST_NAME
   ,TARGET_TBL.ICO = SRC_TBL.ICO
   ,TARGET_TBL.RC = SRC_TBL.RC
where
  (
   (TARGET_TBL.BIRTH_DATE != SRC_TBL.BIRTH_DATE) or
   (TARGET_TBL.BIRTH_NAME != SRC_TBL.BIRTH_NAME) or
   (TARGET_TBL.BIRTH_PLACE != SRC_TBL.BIRTH_PLACE) or
   (TARGET_TBL.BUS_NAME != SRC_TBL.BUS_NAME) or
   (TARGET_TBL.CUST_NO != SRC_TBL.CUST_NO) or
   (TARGET_TBL.COUNTRY_KEY != SRC_TBL.COUNTRY_KEY) or
   (TARGET_TBL.DEATH_DATE != SRC_TBL.DEATH_DATE) or
   (TARGET_TBL.DIC != SRC_TBL.DIC) or
   (TARGET_TBL.FAMILY_NAME != SRC_TBL.FAMILY_NAME) or
   (TARGET_TBL.FIRST_NAME != SRC_TBL.FIRST_NAME) or
   (TARGET_TBL.ICO != SRC_TBL.ICO) or
   (TARGET_TBL.RC != SRC_TBL.RC)
  )
when not matched then insert (
  BIRTH_DATE
  ,BIRTH_NAME
  ,BIRTH_PLACE
  ,BUS_NAME
  ,CUST_NO
  ,COUNTRY_KEY
  ,DEATH_DATE
  ,DIC
  ,FAMILY_NAME
  ,FIRST_NAME
  ,ICO
  ,PARTY_KEY
  ,RC
  ,SRC_ID
  ,SRC_SYS_ID
  ) values (
  SRC_TBL.BIRTH_DATE
  ,SRC_TBL.BIRTH_NAME
  ,SRC_TBL.BIRTH_PLACE
  ,SRC_TBL.BUS_NAME
  ,SRC_TBL.CUST_NO
  ,SRC_TBL.COUNTRY_KEY
  ,SRC_TBL.DEATH_DATE
  ,SRC_TBL.DIC
  ,SRC_TBL.FAMILY_NAME
  ,SRC_TBL.FIRST_NAME
  ,SRC_TBL.ICO
  ,SEQ_PARTY_KEY.nextval
  ,SRC_TBL.RC
  ,SRC_TBL.SRC_ID
  ,C_SRC_SYS_ID_CRM
  )
"
"com.getmanta.edc.Column","DWH/Packages/IMPORT_CRM/Procedures/IMPORT/<57,3>MERGE UPDATE/1 BIRTH_DATE","1 BIRTH_DATE","",""
"com.getmanta.edc.Column","DWH/Packages/IMPORT_CRM/Procedures/IMPORT/<57,3>MERGE UPDATE/10 FIRST_NAME","10 FIRST_NAME","",""
"com.getmanta.edc.Column","DWH/Packages/IMPORT_CRM/Procedures/IMPORT/<57,3>MERGE UPDATE/11 ICO","11 ICO","",""
"com.getmanta.edc.Column","DWH/Packages/IMPORT_CRM/Procedures/IMPORT/<57,3>MERGE UPDATE/12 RC","12 RC","",""
"com.getmanta.edc.Column","DWH/Packages/IMPORT_CRM/Procedures/IMPORT/<57,3>MERGE UPDATE/2 BIRTH_NAME","2 BIRTH_NAME","",""
"com.getmanta.edc.Column","DWH/Packages/IMPORT_CRM/Procedures/IMPORT/<57,3>MERGE UPDATE/3 BIRTH_PLACE","3 BIRTH_PLACE","",""
"com.getmanta.edc.Column","DWH/Packages/IMPORT_CRM/Procedures/IMPORT/<57,3>MERGE UPDATE/4 BUS_NAME","4 BUS_NAME","",""
"com.getmanta.edc.Column","DWH/Packages/IMPORT_CRM/Procedures/IMPORT/<57,3>MERGE UPDATE/5 CUST_NO","5 CUST_NO","",""
"com.getmanta.edc.Column","DWH/Packages/IMPORT_CRM/Procedures/IMPORT/<57,3>MERGE UPDATE/6 COUNTRY_KEY","6 COUNTRY_KEY","",""
"com.getmanta.edc.Column","DWH/Packages/IMPORT_CRM/Procedures/IMPORT/<57,3>MERGE UPDATE/7 DEATH_DATE","7 DEATH_DATE","",""
"com.getmanta.edc.Column","DWH/Packages/IMPORT_CRM/Procedures/IMPORT/<57,3>MERGE UPDATE/8 DIC","8 DIC","",""
"com.getmanta.edc.Column","DWH/Packages/IMPORT_CRM/Procedures/IMPORT/<57,3>MERGE UPDATE/9 FAMILY_NAME","9 FAMILY_NAME","",""
"com.getmanta.edc.Statement","DWH/Packages/IMPORT_CRM/Procedures/IMPORT/<85,3>MERGE INSERT","<85,3>MERGE INSERT","","merge into PARTY TARGET_TBL using (
select
  BIRTH_DATE,
  BIRTH_NAME,
  BIRTH_PLACE,
  BUS_NAME,
  CUST_NO,
  COUNTRY_KEY,
  DEATH_DATE,
  DIC,
  FAMILY_NAME,
  FIRST_NAME,
  ICO,
  RC,
  SRC_ID
from (
  select 
    NVL(CRM_CLIENT.DATE_BIRTH, C_PAST_DATE) as BIRTH_DATE,
    NVL(CRM_CLIENT.NAME_MAIDEN, C_NA) as BIRTH_NAME,
    NVL( CRM_CLIENT.BIRTH_PLACE , C_NA) as BIRTH_PLACE,
    NVL(CRM_CLIENT.COMPANY_NAME, C_NA) as BUS_NAME,
    NVL( CRM_CLIENT.CUST_NO , C_NA) as CUST_NO,
    case
      when CRM_CLIENT.id_country is null
      then C_NA
      else nvl(CD_COUNTRY.COUNTRY_KEY, C_NA) 
    end as COUNTRY_KEY,
    NVL( CRM_CLIENT.DATE_DEATH, C_FUTURE_DATE) as DEATH_DATE,
    NVL(CRM_CLIENT.VAT_ID, C_NA) as DIC,
    NVL(CRM_CLIENT.NAME_LAST, C_NA) as FAMILY_NAME,
    NVL(CRM_CLIENT.NAME_FIRST, C_NA) as FIRST_NAME,
    NVL(CRM_CLIENT.COMPANY_ID, C_NA) as ICO,
    NVL(CRM_CLIENT.CARD_SOCIAL, C_NA) as RC,
    to_char(CRM_CLIENT.ID_CLIENT ) as SRC_ID
  from 
    CRM_CLIENT
    left join CD_COUNTRY on CD_COUNTRY.src_id = CRM_CLIENT.id_country and CD_COUNTRY.src_sys_id = C_SRC_SYS_ID_CRM
  where 
    CRM_CLIENT.VALIDITY_DATE = sysdate
  )
) SRC_TBL
on (
  TARGET_TBL.SRC_SYS_ID = C_SRC_SYS_ID_CRM
  and TARGET_TBL.SRC_ID = SRC_TBL.SRC_ID
  )
when matched then update set
   TARGET_TBL.BIRTH_DATE = SRC_TBL.BIRTH_DATE
   ,TARGET_TBL.BIRTH_NAME = SRC_TBL.BIRTH_NAME
   ,TARGET_TBL.BIRTH_PLACE = SRC_TBL.BIRTH_PLACE
   ,TARGET_TBL.BUS_NAME = SRC_TBL.BUS_NAME
   ,TARGET_TBL.CUST_NO = SRC_TBL.CUST_NO
   ,TARGET_TBL.COUNTRY_KEY = SRC_TBL.COUNTRY_KEY
   ,TARGET_TBL.DEATH_DATE = SRC_TBL.DEATH_DATE
   ,TARGET_TBL.DIC = SRC_TBL.DIC
   ,TARGET_TBL.FAMILY_NAME = SRC_TBL.FAMILY_NAME
   ,TARGET_TBL.FIRST_NAME = SRC_TBL.FIRST_NAME
   ,TARGET_TBL.ICO = SRC_TBL.ICO
   ,TARGET_TBL.RC = SRC_TBL.RC
where
  (
   (TARGET_TBL.BIRTH_DATE != SRC_TBL.BIRTH_DATE) or
   (TARGET_TBL.BIRTH_NAME != SRC_TBL.BIRTH_NAME) or
   (TARGET_TBL.BIRTH_PLACE != SRC_TBL.BIRTH_PLACE) or
   (TARGET_TBL.BUS_NAME != SRC_TBL.BUS_NAME) or
   (TARGET_TBL.CUST_NO != SRC_TBL.CUST_NO) or
   (TARGET_TBL.COUNTRY_KEY != SRC_TBL.COUNTRY_KEY) or
   (TARGET_TBL.DEATH_DATE != SRC_TBL.DEATH_DATE) or
   (TARGET_TBL.DIC != SRC_TBL.DIC) or
   (TARGET_TBL.FAMILY_NAME != SRC_TBL.FAMILY_NAME) or
   (TARGET_TBL.FIRST_NAME != SRC_TBL.FIRST_NAME) or
   (TARGET_TBL.ICO != SRC_TBL.ICO) or
   (TARGET_TBL.RC != SRC_TBL.RC)
  )
when not matched then insert (
  BIRTH_DATE
  ,BIRTH_NAME
  ,BIRTH_PLACE
  ,BUS_NAME
  ,CUST_NO
  ,COUNTRY_KEY
  ,DEATH_DATE
  ,DIC
  ,FAMILY_NAME
  ,FIRST_NAME
  ,ICO
  ,PARTY_KEY
  ,RC
  ,SRC_ID
  ,SRC_SYS_ID
  ) values (
  SRC_TBL.BIRTH_DATE
  ,SRC_TBL.BIRTH_NAME
  ,SRC_TBL.BIRTH_PLACE
  ,SRC_TBL.BUS_NAME
  ,SRC_TBL.CUST_NO
  ,SRC_TBL.COUNTRY_KEY
  ,SRC_TBL.DEATH_DATE
  ,SRC_TBL.DIC
  ,SRC_TBL.FAMILY_NAME
  ,SRC_TBL.FIRST_NAME
  ,SRC_TBL.ICO
  ,SEQ_PARTY_KEY.nextval
  ,SRC_TBL.RC
  ,SRC_TBL.SRC_ID
  ,C_SRC_SYS_ID_CRM
  )
"
"com.getmanta.edc.Column","DWH/Packages/IMPORT_CRM/Procedures/IMPORT/<85,3>MERGE INSERT/1 BIRTH_DATE","1 BIRTH_DATE","",""
"com.getmanta.edc.Column","DWH/Packages/IMPORT_CRM/Procedures/IMPORT/<85,3>MERGE INSERT/10 FIRST_NAME","10 FIRST_NAME","",""
"com.getmanta.edc.Column","DWH/Packages/IMPORT_CRM/Procedures/IMPORT/<85,3>MERGE INSERT/11 ICO","11 ICO","",""
"com.getmanta.edc.Column","DWH/Packages/IMPORT_CRM/Procedures/IMPORT/<85,3>MERGE INSERT/12 PARTY_KEY","12 PARTY_KEY","",""
"com.getmanta.edc.Column","DWH/Packages/IMPORT_CRM/Procedures/IMPORT/<85,3>MERGE INSERT/13 RC","13 RC","",""
"com.getmanta.edc.Column","DWH/Packages/IMPORT_CRM/Procedures/IMPORT/<85,3>MERGE INSERT/14 SRC_ID","14 SRC_ID","",""
"com.getmanta.edc.Column","DWH/Packages/IMPORT_CRM/Procedures/IMPORT/<85,3>MERGE INSERT/15 SRC_SYS_ID","15 SRC_SYS_ID","",""
"com.getmanta.edc.Column","DWH/Packages/IMPORT_CRM/Procedures/IMPORT/<85,3>MERGE INSERT/2 BIRTH_NAME","2 BIRTH_NAME","",""
"com.getmanta.edc.Column","DWH/Packages/IMPORT_CRM/Procedures/IMPORT/<85,3>MERGE INSERT/3 BIRTH_PLACE","3 BIRTH_PLACE","",""
"com.getmanta.edc.Column","DWH/Packages/IMPORT_CRM/Procedures/IMPORT/<85,3>MERGE INSERT/4 BUS_NAME","4 BUS_NAME","",""
"com.getmanta.edc.Column","DWH/Packages/IMPORT_CRM/Procedures/IMPORT/<85,3>MERGE INSERT/5 CUST_NO","5 CUST_NO","",""
"com.getmanta.edc.Column","DWH/Packages/IMPORT_CRM/Procedures/IMPORT/<85,3>MERGE INSERT/6 COUNTRY_KEY","6 COUNTRY_KEY","",""
"com.getmanta.edc.Column","DWH/Packages/IMPORT_CRM/Procedures/IMPORT/<85,3>MERGE INSERT/7 DEATH_DATE","7 DEATH_DATE","",""
"com.getmanta.edc.Column","DWH/Packages/IMPORT_CRM/Procedures/IMPORT/<85,3>MERGE INSERT/8 DIC","8 DIC","",""
"com.getmanta.edc.Column","DWH/Packages/IMPORT_CRM/Procedures/IMPORT/<85,3>MERGE INSERT/9 FAMILY_NAME","9 FAMILY_NAME","",""
"com.getmanta.edc.Package","DWH/Packages/IMPORT_LOAN","IMPORT_LOAN","",""
"com.getmanta.edc.Group","DWH/Packages/IMPORT_LOAN/Procedures","Procedures","",""
"com.getmanta.edc.Procedure","DWH/Packages/IMPORT_LOAN/Procedures/IMPORT","IMPORT","",""
"com.getmanta.edc.Statement","DWH/Packages/IMPORT_LOAN/Procedures/IMPORT/<108,7>MERGE UPDATE","<108,7>MERGE UPDATE","","merge into PARTY TARGET_TBL using (
  select
    BIRTH_DATE,
    BUS_NAME,
    CUST_NO,
    COUNTRY_KEY,
    FAMILY_NAME,
    FIRST_NAME,
    GENDER_KEY,
    ICO,
    RC,
    SHORT_NAME,
    SRC_ID,
    SRC_SYS_ID
  from (
    select 
      NVL(LOAN_CUSTOMER_PERSON.DATE_OF_BIRTH,C_PAST_DATE) as BIRTH_DATE,
      CASE WHEN LOAN_CUSTOMER.CUSTOMER_TYPE <> C_LOAN_CUSTOMER_PERSON
      THEN COALESCE (LOAN_CUSTOMER_CORPORATE.CORPORATE_NAME,LOAN_CUSTOMER.CUSTOMER_NAME,C_NA)
      ELSE
      C_NA
      END as BUS_NAME,
      LOAN_CUSTOMER.CUSTOMER_NO as CUST_NO,
      lookupCountry(LOAN_CUSTOMER_PERSON.COUNTRY_ID) as COUNTRY_KEY,
      CASE WHEN LOAN_CUSTOMER.CUSTOMER_TYPE = C_LOAN_CUSTOMER_PERSON
      THEN NVL(LOAN_CUSTOMER_PERSON.LAST_NAME,C_NA)
      ELSE
      C_NA
      END as FAMILY_NAME,
      CASE WHEN LOAN_CUSTOMER.CUSTOMER_TYPE = C_LOAN_CUSTOMER_PERSON
      THEN NVL(LOAN_CUSTOMER_PERSON.FIRST_NAME,C_NA)
      ELSE
      C_NA
      END as FIRST_NAME,
      lookupGender(LOAN_CUSTOMER_PERSON.SEX) as GENDER_KEY,
      NVL(LOAN_CUSTOMER_CORPORATE.NATIONAL_ID,C_NA) as ICO,
      NVL(LOAN_CUSTOMER_PERSON.NATIONAL_ID,C_NA) as RC,
      NVL(LOAN_CUSTOMER.SHORT_NAME,C_NA) as SHORT_NAME,
      LOAN_CUSTOMER.CUSTOMER_NO as SRC_ID,
      C_SRC_SYS_ID_LOAN as SRC_SYS_ID
    from 
      LOAN_CUSTOMER
      LEFT OUTER JOIN LOAN_CUSTOMER_PERSON ON (LOAN_CUSTOMER.CUSTOMER_NO = LOAN_CUSTOMER_PERSON.CUSTOMER_NO AND LOAN_CUSTOMER.CUSTOMER_TYPE = C_LOAN_CUSTOMER_PERSON AND LOAN_CUSTOMER.VALIDITY_DATE = LOAN_CUSTOMER_PERSON.VALIDITY_DATE)
      LEFT OUTER JOIN LOAN_CUSTOMER_CORPORATE ON (LOAN_CUSTOMER.CUSTOMER_NO = LOAN_CUSTOMER_CORPORATE.CUSTOMER_NO AND LOAN_CUSTOMER.CUSTOMER_TYPE <> C_LOAN_CUSTOMER_PERSON AND LOAN_CUSTOMER.VALIDITY_DATE = LOAN_CUSTOMER_CORPORATE.VALIDITY_DATE)
    where 
      LOAN_CUSTOMER.VALIDITY_DATE = P_CURRENT_DATE

    )
  ) SRC_TBL
  on (
    TARGET_TBL.SRC_SYS_ID = C_SRC_SYS_ID_LOAN
    and TARGET_TBL.SRC_ID = SRC_TBL.SRC_ID
    )
  when matched then update set
     TARGET_TBL.BIRTH_DATE = SRC_TBL.BIRTH_DATE
     ,TARGET_TBL.BUS_NAME = SRC_TBL.BUS_NAME
     ,TARGET_TBL.CUST_NO = SRC_TBL.CUST_NO
     ,TARGET_TBL.COUNTRY_KEY = SRC_TBL.COUNTRY_KEY
     ,TARGET_TBL.FAMILY_NAME = SRC_TBL.FAMILY_NAME
     ,TARGET_TBL.FIRST_NAME = SRC_TBL.FIRST_NAME
     ,TARGET_TBL.GENDER_KEY = SRC_TBL.GENDER_KEY
     ,TARGET_TBL.ICO = SRC_TBL.ICO
     ,TARGET_TBL.RC = SRC_TBL.RC
     ,TARGET_TBL.SHORT_NAME = SRC_TBL.SHORT_NAME
  where
    ( 
     (TARGET_TBL.BIRTH_DATE != SRC_TBL.BIRTH_DATE) or
     (TARGET_TBL.BUS_NAME != SRC_TBL.BUS_NAME) or
     (TARGET_TBL.CUST_NO != SRC_TBL.CUST_NO) or
     (TARGET_TBL.COUNTRY_KEY != SRC_TBL.COUNTRY_KEY) or
     (TARGET_TBL.FAMILY_NAME != SRC_TBL.FAMILY_NAME) or
     (TARGET_TBL.FIRST_NAME != SRC_TBL.FIRST_NAME) or
     (TARGET_TBL.GENDER_KEY != SRC_TBL.GENDER_KEY) or
     (TARGET_TBL.ICO != SRC_TBL.ICO) or
     (TARGET_TBL.RC != SRC_TBL.RC) or
     (TARGET_TBL.SHORT_NAME != SRC_TBL.SHORT_NAME)
    ) 
  when not matched then insert (
    BIRTH_DATE
    ,BUS_NAME
    ,CUST_NO
    ,COUNTRY_KEY
    ,FAMILY_NAME
    ,FIRST_NAME
    ,GENDER_KEY
    ,ICO
    ,PARTY_KEY
    ,RC
    ,SHORT_NAME
    ,SRC_ID
    ,SRC_SYS_ID
    ) values (
    SRC_TBL.BIRTH_DATE	
    ,SRC_TBL.BUS_NAME	
    ,SRC_TBL.CUST_NO	
    ,SRC_TBL.COUNTRY_KEY	
    ,SRC_TBL.FAMILY_NAME	
    ,SRC_TBL.FIRST_NAME	
    ,SRC_TBL.GENDER_KEY	
    ,SRC_TBL.ICO	
    ,SEQ_PARTY_KEY.nextval	
    ,SRC_TBL.RC	
    ,SRC_TBL.SHORT_NAME	
    ,SRC_TBL.SRC_ID	
    ,SRC_TBL.SRC_SYS_ID	
    )
"
"com.getmanta.edc.Column","DWH/Packages/IMPORT_LOAN/Procedures/IMPORT/<108,7>MERGE UPDATE/1 BIRTH_DATE","1 BIRTH_DATE","",""
"com.getmanta.edc.Column","DWH/Packages/IMPORT_LOAN/Procedures/IMPORT/<108,7>MERGE UPDATE/10 SHORT_NAME","10 SHORT_NAME","",""
"com.getmanta.edc.Column","DWH/Packages/IMPORT_LOAN/Procedures/IMPORT/<108,7>MERGE UPDATE/2 BUS_NAME","2 BUS_NAME","",""
"com.getmanta.edc.Column","DWH/Packages/IMPORT_LOAN/Procedures/IMPORT/<108,7>MERGE UPDATE/3 CUST_NO","3 CUST_NO","",""
"com.getmanta.edc.Column","DWH/Packages/IMPORT_LOAN/Procedures/IMPORT/<108,7>MERGE UPDATE/4 COUNTRY_KEY","4 COUNTRY_KEY","",""
"com.getmanta.edc.Column","DWH/Packages/IMPORT_LOAN/Procedures/IMPORT/<108,7>MERGE UPDATE/5 FAMILY_NAME","5 FAMILY_NAME","",""
"com.getmanta.edc.Column","DWH/Packages/IMPORT_LOAN/Procedures/IMPORT/<108,7>MERGE UPDATE/6 FIRST_NAME","6 FIRST_NAME","",""
"com.getmanta.edc.Column","DWH/Packages/IMPORT_LOAN/Procedures/IMPORT/<108,7>MERGE UPDATE/7 GENDER_KEY","7 GENDER_KEY","",""
"com.getmanta.edc.Column","DWH/Packages/IMPORT_LOAN/Procedures/IMPORT/<108,7>MERGE UPDATE/8 ICO","8 ICO","",""
"com.getmanta.edc.Column","DWH/Packages/IMPORT_LOAN/Procedures/IMPORT/<108,7>MERGE UPDATE/9 RC","9 RC","",""
"com.getmanta.edc.Statement","DWH/Packages/IMPORT_LOAN/Procedures/IMPORT/<132,7>MERGE INSERT","<132,7>MERGE INSERT","","merge into PARTY TARGET_TBL using (
  select
    BIRTH_DATE,
    BUS_NAME,
    CUST_NO,
    COUNTRY_KEY,
    FAMILY_NAME,
    FIRST_NAME,
    GENDER_KEY,
    ICO,
    RC,
    SHORT_NAME,
    SRC_ID,
    SRC_SYS_ID
  from (
    select 
      NVL(LOAN_CUSTOMER_PERSON.DATE_OF_BIRTH,C_PAST_DATE) as BIRTH_DATE,
      CASE WHEN LOAN_CUSTOMER.CUSTOMER_TYPE <> C_LOAN_CUSTOMER_PERSON
      THEN COALESCE (LOAN_CUSTOMER_CORPORATE.CORPORATE_NAME,LOAN_CUSTOMER.CUSTOMER_NAME,C_NA)
      ELSE
      C_NA
      END as BUS_NAME,
      LOAN_CUSTOMER.CUSTOMER_NO as CUST_NO,
      lookupCountry(LOAN_CUSTOMER_PERSON.COUNTRY_ID) as COUNTRY_KEY,
      CASE WHEN LOAN_CUSTOMER.CUSTOMER_TYPE = C_LOAN_CUSTOMER_PERSON
      THEN NVL(LOAN_CUSTOMER_PERSON.LAST_NAME,C_NA)
      ELSE
      C_NA
      END as FAMILY_NAME,
      CASE WHEN LOAN_CUSTOMER.CUSTOMER_TYPE = C_LOAN_CUSTOMER_PERSON
      THEN NVL(LOAN_CUSTOMER_PERSON.FIRST_NAME,C_NA)
      ELSE
      C_NA
      END as FIRST_NAME,
      lookupGender(LOAN_CUSTOMER_PERSON.SEX) as GENDER_KEY,
      NVL(LOAN_CUSTOMER_CORPORATE.NATIONAL_ID,C_NA) as ICO,
      NVL(LOAN_CUSTOMER_PERSON.NATIONAL_ID,C_NA) as RC,
      NVL(LOAN_CUSTOMER.SHORT_NAME,C_NA) as SHORT_NAME,
      LOAN_CUSTOMER.CUSTOMER_NO as SRC_ID,
      C_SRC_SYS_ID_LOAN as SRC_SYS_ID
    from 
      LOAN_CUSTOMER
      LEFT OUTER JOIN LOAN_CUSTOMER_PERSON ON (LOAN_CUSTOMER.CUSTOMER_NO = LOAN_CUSTOMER_PERSON.CUSTOMER_NO AND LOAN_CUSTOMER.CUSTOMER_TYPE = C_LOAN_CUSTOMER_PERSON AND LOAN_CUSTOMER.VALIDITY_DATE = LOAN_CUSTOMER_PERSON.VALIDITY_DATE)
      LEFT OUTER JOIN LOAN_CUSTOMER_CORPORATE ON (LOAN_CUSTOMER.CUSTOMER_NO = LOAN_CUSTOMER_CORPORATE.CUSTOMER_NO AND LOAN_CUSTOMER.CUSTOMER_TYPE <> C_LOAN_CUSTOMER_PERSON AND LOAN_CUSTOMER.VALIDITY_DATE = LOAN_CUSTOMER_CORPORATE.VALIDITY_DATE)
    where 
      LOAN_CUSTOMER.VALIDITY_DATE = P_CURRENT_DATE

    )
  ) SRC_TBL
  on (
    TARGET_TBL.SRC_SYS_ID = C_SRC_SYS_ID_LOAN
    and TARGET_TBL.SRC_ID = SRC_TBL.SRC_ID
    )
  when matched then update set
     TARGET_TBL.BIRTH_DATE = SRC_TBL.BIRTH_DATE
     ,TARGET_TBL.BUS_NAME = SRC_TBL.BUS_NAME
     ,TARGET_TBL.CUST_NO = SRC_TBL.CUST_NO
     ,TARGET_TBL.COUNTRY_KEY = SRC_TBL.COUNTRY_KEY
     ,TARGET_TBL.FAMILY_NAME = SRC_TBL.FAMILY_NAME
     ,TARGET_TBL.FIRST_NAME = SRC_TBL.FIRST_NAME
     ,TARGET_TBL.GENDER_KEY = SRC_TBL.GENDER_KEY
     ,TARGET_TBL.ICO = SRC_TBL.ICO
     ,TARGET_TBL.RC = SRC_TBL.RC
     ,TARGET_TBL.SHORT_NAME = SRC_TBL.SHORT_NAME
  where
    ( 
     (TARGET_TBL.BIRTH_DATE != SRC_TBL.BIRTH_DATE) or
     (TARGET_TBL.BUS_NAME != SRC_TBL.BUS_NAME) or
     (TARGET_TBL.CUST_NO != SRC_TBL.CUST_NO) or
     (TARGET_TBL.COUNTRY_KEY != SRC_TBL.COUNTRY_KEY) or
     (TARGET_TBL.FAMILY_NAME != SRC_TBL.FAMILY_NAME) or
     (TARGET_TBL.FIRST_NAME != SRC_TBL.FIRST_NAME) or
     (TARGET_TBL.GENDER_KEY != SRC_TBL.GENDER_KEY) or
     (TARGET_TBL.ICO != SRC_TBL.ICO) or
     (TARGET_TBL.RC != SRC_TBL.RC) or
     (TARGET_TBL.SHORT_NAME != SRC_TBL.SHORT_NAME)
    ) 
  when not matched then insert (
    BIRTH_DATE
    ,BUS_NAME
    ,CUST_NO
    ,COUNTRY_KEY
    ,FAMILY_NAME
    ,FIRST_NAME
    ,GENDER_KEY
    ,ICO
    ,PARTY_KEY
    ,RC
    ,SHORT_NAME
    ,SRC_ID
    ,SRC_SYS_ID
    ) values (
    SRC_TBL.BIRTH_DATE	
    ,SRC_TBL.BUS_NAME	
    ,SRC_TBL.CUST_NO	
    ,SRC_TBL.COUNTRY_KEY	
    ,SRC_TBL.FAMILY_NAME	
    ,SRC_TBL.FIRST_NAME	
    ,SRC_TBL.GENDER_KEY	
    ,SRC_TBL.ICO	
    ,SEQ_PARTY_KEY.nextval	
    ,SRC_TBL.RC	
    ,SRC_TBL.SHORT_NAME	
    ,SRC_TBL.SRC_ID	
    ,SRC_TBL.SRC_SYS_ID	
    )
"
"com.getmanta.edc.Column","DWH/Packages/IMPORT_LOAN/Procedures/IMPORT/<132,7>MERGE INSERT/1 BIRTH_DATE","1 BIRTH_DATE","",""
"com.getmanta.edc.Column","DWH/Packages/IMPORT_LOAN/Procedures/IMPORT/<132,7>MERGE INSERT/10 RC","10 RC","",""
"com.getmanta.edc.Column","DWH/Packages/IMPORT_LOAN/Procedures/IMPORT/<132,7>MERGE INSERT/11 SHORT_NAME","11 SHORT_NAME","",""
"com.getmanta.edc.Column","DWH/Packages/IMPORT_LOAN/Procedures/IMPORT/<132,7>MERGE INSERT/12 SRC_ID","12 SRC_ID","",""
"com.getmanta.edc.Column","DWH/Packages/IMPORT_LOAN/Procedures/IMPORT/<132,7>MERGE INSERT/13 SRC_SYS_ID","13 SRC_SYS_ID","",""
"com.getmanta.edc.Column","DWH/Packages/IMPORT_LOAN/Procedures/IMPORT/<132,7>MERGE INSERT/2 BUS_NAME","2 BUS_NAME","",""
"com.getmanta.edc.Column","DWH/Packages/IMPORT_LOAN/Procedures/IMPORT/<132,7>MERGE INSERT/3 CUST_NO","3 CUST_NO","",""
"com.getmanta.edc.Column","DWH/Packages/IMPORT_LOAN/Procedures/IMPORT/<132,7>MERGE INSERT/4 COUNTRY_KEY","4 COUNTRY_KEY","",""
